"","Season","LocationID","TaxonCode","ScientificName","CommonName","SpTot","SpCPUE","Length","Length_SD","Length_SE","Length_CI","Weights","CompAbu","CompBio"
"20",2006,"BUFFRMFISHBM01","notnub","Notropis nubilus","Ozark minnow",115,0.832629419572825,67.6,9.62969545119463,1.7581338068414,3.44587894141144,3.03333333333333,8.17923186344239,3.21081317454771
"21",2006,"BUFFRMFISHBM01","notoza","Notropis ozarcanus","Ozark shiner",3,0.0217207674671172,49.3333333333333,5.13160143944688,2.96273147243853,5.80684698184284,0.666666666666667,0.213371266002845,0.018408866743704
"22",2006,"BUFFRMFISHBM01","nottel","Notropis telescopus","Telescope shiner",2,0.0144805116447448,57,7.07106781186548,5,9.79981992270027,1.5,0.142247510668563,0.027613300115556
"23",2006,"BUFFRMFISHBM01","pimnot","Pimephales notatus","Bluntnose minnow",3,0.0217207674671172,58,NA,NA,NA,2,0.213371266002845,0.055226600231112
"24",2006,"BUFFRMFISHBM02","ambcon","Ambloplites constellatus","Ozark bass",27,0.347564900236001,118.703703703704,49.6881156003006,9.56248230578626,18.7421209221426,50.4074074074074,2.10772833723653,6.88441381388834
"25",2006,"BUFFRMFISHBM02","amenat","Ameiurus natalis","Yellow bullhead",1,0.0128727740828148,211,NA,NA,NA,111,0.078064012490242,0.561476806275978
"26",2006,"BUFFRMFISHBM02","camspp","Campostoma spp.","Stoneroller spp.",23,0.296073803904741,80.75,6.13052471924984,3.06526235962492,6.00780382803111,5.25,1.79547228727557,0.610795714935354
"27",2006,"BUFFRMFISHBM02","cotcar","Cottus carolinae","Banded sculpin",5,0.0643638704140742,54.2,32.4915373597495,14.5306572459748,28.4795648738066,5.5,0.39032006245121,0.139104614167472
"28",2006,"BUFFRMFISHBM02","cypgal","Cyprinella galactura","Whitetail shiner",25,0.321819352070371,60.6,19.1876696518016,3.83753393036031,7.52142829295665,2.52,1.95160031225605,0.318676025183663
"29",2006,"BUFFRMFISHBM02","cypgre","Notropis greenei","Wedgespot shiner",3,0.0386183222484445,70.6666666666667,10.4083299973307,6.00925212577332,11.7779177405365,3.33333333333333,0.234192037470726,0.0505834960608989
"30",2006,"BUFFRMFISHBM02","erihar","Erimystax harryi","Ozark chub",1,0.0128727740828148,82,NA,NA,NA,5,0.078064012490242,0.0252917480304495
"31",2006,"BUFFRMFISHBM02","ethble","Etheostoma blennioides","Greenside darter",15,0.193091611242223,78.6666666666667,23.4784602399326,6.06211236692346,11.8815219094048,6.26666666666667,1.17096018735363,0.47548486297245
"32",2006,"BUFFRMFISHBM02","ethcae","Etheostoma caeruleum","Rainbow darter",77,0.991203604376743,44.1818181818182,6.3465273253102,1.10478860024879,2.16534586701804,1.18181818181818,6.01092896174863,0.46030981415418
"33",2006,"BUFFRMFISHBM02","etheux","Etheostoma euzonum","Arkansas saddled darter",13,0.167346063076593,61.6923076923077,6.71298015519952,1.86184570467262,3.64915052592894,2.15384615384615,1.01483216237315,0.141633788970517
"34",2006,"BUFFRMFISHBM02","ethjul","Etheostoma juliae","Yoke darter",20,0.257455481656297,44.7,7.54006840678169,1.68601055125624,3.30451995801675,1.25,1.56128024980484,0.126458740152247
"35",2006,"BUFFRMFISHBM02","ethspe","Etheostoma spectabile","Orangethroat darter",1,0.0128727740828148,37,NA,NA,NA,NA,0.078064012490242,NA
"36",2006,"BUFFRMFISHBM02","ethzon","Etheostoma zonale","Banded darter",2,0.0257455481656297,41.5,2.12132034355964,1.5,2.93994597681008,1,0.156128024980484,0.0101166992121798
"37",2006,"BUFFRMFISHBM02","funcat","Fundulus catenatus","Northern studfish",14,0.180218837159408,65.6428571428571,10.6019384501656,2.83348723687033,5.55353293491976,3.07142857142857,1.09289617486339,0.217509033061865
"38",2006,"BUFFRMFISHBM02","funoli","Fundulus olivaceus","Blackspotted topminnow",9,0.115854966745334,64.8888888888889,11.8474094683653,3.94913648945509,7.74016528936492,2.55555555555556,0.702576112412178,0.116342040940068
"39",2006,"BUFFRMFISHBM02","hypamb","Hybopsis amblops","Bigeye chub",76,0.978330830293928,66.3833333333333,5.9377895409629,0.766565333514463,1.50244044548528,2.31666666666667,5.93286494925839,0.890606753978894
"40",2006,"BUFFRMFISHBM02","hypnig","Hypentelium nigricans","Northern hog sucker",7,0.0901094185797039,182.714285714286,115.156001849251,43.5248775528019,85.3071924350075,151.285714285714,0.546448087431694,5.3567922328492
"41",2006,"BUFFRMFISHBM02","ichcas","Ichthyomyzon castaneus","Chestnut lamprey",5,0.0643638704140742,130.8,28.208154849263,12.6150703525585,24.7250835534536,3.8,0.39032006245121,0.096108642515708
"42",2006,"BUFFRMFISHBM02","ictpun","Ictalurus punctatus","Channel catfish",1,0.0128727740828148,410,NA,NA,NA,654,0.078064012490242,3.30816064238279
"43",2006,"BUFFRMFISHBM02","lepcya","Lepomis cyanellus","Green sunfish",28,0.360437674318816,60.3928571428571,37.0168523040163,6.99552753677395,13.7109820249351,12,2.18579234972678,1.6996054676462
"44",2006,"BUFFRMFISHBM02","lepmac","Lepomis macrochirus","Bluegill",5,0.0643638704140742,102.6,46.0521443583249,20.5951450589696,40.3657425719585,34.25,0.39032006245121,0.866242370042894
"45",2006,"BUFFRMFISHBM02","lepmeg","Lepomis megalotis","Longear sunfish",338,4.35099763999142,102.133333333333,19.383130477981,3.53885926595203,6.93603670762184,23.3,26.3856362217018,39.8365264878003
"46",2006,"BUFFRMFISHBM02","leposs","Lepisosteus osseus","Longnose gar",1,0.0128727740828148,647,NA,NA,NA,507,0.078064012490242,2.56458325028758
"47",2006,"BUFFRMFISHBM02","luxchr","Luxilus chrysocephalus","Striped shiner",7,0.0901094185797039,80.8571428571429,28.2985781234592,10.6958571673437,20.9634948317783,16.5,0.546448087431694,0.584239379503383
"48",2006,"BUFFRMFISHBM02","luxpil","Luxilus pilsbryi","Duskystripe shiner",20,0.257455481656297,80.6,13.4258195868613,3.00210452498699,5.88401674679923,5.1,1.56128024980484,0.515951659821169
"49",2006,"BUFFRMFISHBM02","micdol","Micropterus dolomieu","Smallmouth bass",5,0.0643638704140742,187.6,82.8752073903891,37.0629194748606,72.6419873326349,128.6,0.39032006245121,3.2525187967158
"50",2006,"BUFFRMFISHBM02","moxcar","Moxostoma carinatum","River redhorse",4,0.0514910963312594,192,103.308599190322,51.6542995951612,101.240566853158,103,0.312256049960968,2.08404003770904
"51",2006,"BUFFRMFISHBM02","moxduq","Moxostoma duquesnei","Black redhorse",5,0.0643638704140742,292,48.7288415622617,21.7922004396068,42.7119280055073,178.6,0.39032006245121,4.51710619823827
"52",2006,"BUFFRMFISHBM02","moxery","Moxostoma erythrurum","Golden redhorse",6,0.0772366444968891,324.833333333333,39.229665645614,16.0154439352909,31.3896933095905,403.666666666667,0.468384074941452,12.2513227459497
"53",2006,"BUFFRMFISHBM02","nocbig","Nocomis biguttatus","Hornyhead chub",8,0.102982192662519,78.25,17.6047883096779,6.22423259756345,12.1992717226245,6.28571428571429,0.624512099921936,0.254362723049092
"54",2006,"BUFFRMFISHBM02","notala","Noturus albater","Ozark madtom",1,0.0128727740828148,55,NA,NA,NA,1,0.078064012490242,0.00505834960608989
"55",2006,"BUFFRMFISHBM02","notboo","Notropis boops","Bigeye shiner",247,3.17957519845527,49.2948717948718,11.4178135764457,1.29281280927538,2.53386654493179,1.12820512820513,19.2818110850898,1.40959342356372
"56",2006,"BUFFRMFISHBM02","notexi","Noturus exilis","Slender madtom",3,0.0386183222484445,71,10.5830052442584,6.11010092660779,11.9755777580561,3.66666666666667,0.234192037470726,0.0556418456669888
"57",2006,"BUFFRMFISHBM02","notflv","Noturus flavater","Checkered madtom",1,0.0128727740828148,81,NA,NA,NA,9,0.078064012490242,0.045525146454809
"58",2006,"BUFFRMFISHBM02","notnub","Notropis nubilus","Ozark minnow",175,2.2527354644926,49.4098360655738,8.27723192293238,1.05979094989323,2.07715209293222,1.04918032786885,13.6612021857924,0.928746157183718
"59",2006,"BUFFRMFISHBM02","notoza","Notropis ozarcanus","Ozark shiner",30,0.386183222484445,47.3666666666667,3.96956814582743,0.724740672341213,1.42046561592012,0.8,2.34192037470726,0.121400390546157
"60",2006,"BUFFRMFISHBM02","notper","Notropis percobromus","Carmine shiner",9,0.115854966745334,60.7777777777778,6.75976659689108,2.25325553229703,4.4162996912678,1.66666666666667,0.702576112412178,0.0758752440913484
"61",2006,"BUFFRMFISHBM02","nottel","Notropis telescopus","Telescope shiner",8,0.102982192662519,54.25,15.1067629131553,5.34104724883479,10.4682602474429,1.5,0.624512099921936,0.0607001952730787
"62",2006,"BUFFRMFISHBM02","pimnot","Pimephales notatus","Bluntnose minnow",53,0.682257026389187,53.1463414634146,7.86308137949035,1.22800699907126,2.40684949094278,1.4390243902439,4.13739266198283,0.385791688249832
"63",2006,"BUFFRMFISHBM02","pyloli","Pylodictis olivaris","Flathead catfish",2,0.0257455481656297,430,4.24264068711928,3,5.87989195362016,859.5,0.156128024980484,8.69530297286853
"64",2006,"BUFFRMFISHBM03","ambcon","Ambloplites constellatus","Ozark bass",30,0.360144057623049,122,56.4538261126615,10.307011339793,20.2013710142401,57.4,2.80373831775701,10.2872730879382
"65",2006,"BUFFRMFISHBM03","amenat","Ameiurus natalis","Yellow bullhead",2,0.0240096038415366,157.5,17.6776695296637,12.5,24.4995498067507,55.5,0.186915887850467,0.663116906365352
"66",2006,"BUFFRMFISHBM03","camspp","Campostoma spp.","Stoneroller spp.",54,0.648259303721489,84.125,24.0895506727067,4.25847115910196,8.34645010104239,7.15625,5.04672897196262,2.30858774327532
"67",2006,"BUFFRMFISHBM03","cypgal","Cyprinella galactura","Whitetail shiner",16,0.192076830732293,52.1875,16.3308246372721,4.08270615931802,8.00195703172317,1.46666666666667,1.49532710280374,0.140190481105468
"68",2006,"BUFFRMFISHBM03","cypgre","Notropis greenei","Wedgespot shiner",46,0.552220888355342,69.6,8.64471135913505,1.57830113817314,3.09341338757792,3.16666666666667,4.29906542056075,0.870216480725702
"69",2006,"BUFFRMFISHBM03","cypspp","Cyprinidae spp.","Non-carp minnow spp.",3,0.0360144057623049,22.6666666666667,4.93288286231625,2.84800124843918,5.5819798748659,NA,0.280373831775701,NA
"70",2006,"BUFFRMFISHBM03","erihar","Erimystax harryi","Ozark chub",5,0.0600240096038415,103.4,11.991663771137,5.36283507111677,10.5109635944172,9,0.467289719626168,0.268831178256224
"71",2006,"BUFFRMFISHBM03","ethble","Etheostoma blennioides","Greenside darter",11,0.132052821128451,71.0909090909091,14.7543522084471,4.44860457274279,8.71910474403607,3.72727272727273,1.02803738317757,0.244935073522337
"72",2006,"BUFFRMFISHBM03","ethcae","Etheostoma caeruleum","Rainbow darter",19,0.228091236494598,43.6315789473684,5.80431378196701,1.33160090590498,2.60988981735466,0.947368421052632,1.77570093457944,0.107532471302489
"73",2006,"BUFFRMFISHBM03","etheux","Etheostoma euzonum","Arkansas saddled darter",1,0.0120048019207683,78,NA,NA,NA,4,0.0934579439252337,0.0238961047338866
"74",2006,"BUFFRMFISHBM03","ethjul","Etheostoma juliae","Yoke darter",80,0.960384153661465,45.4333333333333,6.52677949487438,1.19162145240162,2.33553512991249,1.33333333333333,7.47663551401869,0.637229459570308
"75",2006,"BUFFRMFISHBM03","ethzon","Etheostoma zonale","Banded darter",5,0.0600240096038415,49.2,6.97853852894716,3.12089730686545,6.11684632090433,1.2,0.467289719626168,0.0358441571008298
"76",2006,"BUFFRMFISHBM03","funcat","Fundulus catenatus","Northern studfish",4,0.0480192076830732,59,18.3121089264272,9.15605446321358,17.9455369883858,3,0.373831775700935,0.0716883142016597
"77",2006,"BUFFRMFISHBM03","funoli","Fundulus olivaceus","Blackspotted topminnow",7,0.0840336134453782,61,18.1107702762748,6.84522774326339,13.4163998427706,3,0.654205607476636,0.125454549852904
"78",2006,"BUFFRMFISHBM03","hypamb","Hybopsis amblops","Bigeye chub",20,0.240096038415366,69.4,7.87668110711345,1.7612794392594,3.45204426765932,2.65,1.86915887850467,0.316623387723997
"79",2006,"BUFFRMFISHBM03","hypnig","Hypentelium nigricans","Northern hog sucker",6,0.0720288115246098,178,109.491552185545,44.6997389999837,87.6098785583086,126.333333333333,0.560747663551402,4.5283118470715
"80",2006,"BUFFRMFISHBM03","ichamm","Ichthyomyzon spp.","Ichthyomyzon ammocoete",13,0.156062424969988,128.461538461538,18.9059751781255,5.24357407056776,10.2772163285809,3.92307692307692,1.21495327102804,0.304675335357054
"81",2006,"BUFFRMFISHBM03","labsic","Labidesthes sicculus","Brook silverside",1,0.0120048019207683,90,NA,NA,NA,4,0.0934579439252337,0.0238961047338866
"82",2006,"BUFFRMFISHBM03","lepcya","Lepomis cyanellus","Green sunfish",20,0.240096038415366,49.35,19.6315401438871,4.38974582647477,8.60374372117555,3.71428571428571,1.86915887850467,0.44378480220075
"83",2006,"BUFFRMFISHBM03","lepmac","Lepomis macrochirus","Bluegill",6,0.0720288115246098,109.333333333333,36.1644392555265,14.7640705016529,28.9370464484499,28.1666666666667,0.560747663551402,1.00961042500671
"84",2006,"BUFFRMFISHBM03","lepmeg","Lepomis megalotis","Longear sunfish",332,3.98559423769508,71.8,23.692571220416,4.32565190090651,8.47812193543398,9.03448275862069,31.0280373831776,17.9187825359689
"85",2006,"BUFFRMFISHBM03","luxchr","Luxilus chrysocephalus","Striped shiner",2,0.0240096038415366,89,29.698484809835,21,41.1592436753411,8,0.186915887850467,0.0955844189355462
"86",2006,"BUFFRMFISHBM03","luxpil","Luxilus pilsbryi","Duskystripe shiner",29,0.348139255702281,89.9655172413793,13.3134807046432,2.47225130176237,4.84552351218651,6.44827586206897,2.71028037383178,1.1171428963092
"87",2006,"BUFFRMFISHBM03","luxspp","Luxilus spp.","Luxilus spp.",4,0.0480192076830732,27,2.16024689946929,1.08012344973464,2.11700306033706,NA,0.373831775700935,NA
"88",2006,"BUFFRMFISHBM03","micdol","Micropterus dolomieu","Smallmouth bass",14,0.168067226890756,245.571428571429,118.658990573644,31.7129491847867,62.1562382457307,307.5,1.30841121495327,25.7181827198454
"89",2006,"BUFFRMFISHBM03","moxduq","Moxostoma duquesnei","Black redhorse",13,0.156062424969988,178.538461538462,84.9034897050914,23.5479911998105,46.1532146598946,87,1.21495327102804,6.75662361350642
"90",2006,"BUFFRMFISHBM03","moxery","Moxostoma erythrurum","Golden redhorse",4,0.0480192076830732,274.25,29.7139136881473,14.8569568440736,29.1191003342502,230.25,0.373831775700935,5.50207811497738
"91",2006,"BUFFRMFISHBM03","notala","Noturus albater","Ozark madtom",4,0.0480192076830732,68.5,1.91485421551268,0.957427107756338,1.87652264902477,2.75,0.373831775700935,0.065714288018188
"92",2006,"BUFFRMFISHBM03","notboo","Notropis boops","Bigeye shiner",122,1.46458583433373,53.8709677419355,7.94036915801724,1.42613240082977,2.795168142812,1.38709677419355,11.4018691588785,1.01095939866104
"93",2006,"BUFFRMFISHBM03","notexi","Noturus exilis","Slender madtom",2,0.0240096038415366,52,2.82842712474619,2,3.91992796908011,2,0.186915887850467,0.0238961047338866
"94",2006,"BUFFRMFISHBM03","notflv","Noturus flavater","Checkered madtom",2,0.0240096038415366,80,14.142135623731,10,19.5996398454005,5.5,0.186915887850467,0.065714288018188
"95",2006,"BUFFRMFISHBM03","notnub","Notropis nubilus","Ozark minnow",120,1.4405762304922,61.741935483871,10.8473276031026,1.94823755033862,3.81847543199224,1.90322580645161,11.214953271028,1.3643904960961
"96",2006,"BUFFRMFISHBM03","notoza","Notropis ozarcanus","Ozark shiner",4,0.0480192076830732,48,2,1,1.95996398454005,0.5,0.373831775700935,0.0119480523669433
"97",2006,"BUFFRMFISHBM03","notper","Notropis percobromus","Carmine shiner",5,0.0600240096038415,54.8,4.96990945591567,2.22261107708929,4.35623766273478,1,0.467289719626168,0.0298701309173582
"98",2006,"BUFFRMFISHBM03","notspp","Notropis spp.","Notropis spp.",1,0.0120048019207683,30,NA,NA,NA,NA,0.0934579439252337,NA
"99",2006,"BUFFRMFISHBM03","nottel","Notropis telescopus","Telescope shiner",2,0.0240096038415366,60,1.4142135623731,1,1.95996398454005,1.5,0.186915887850467,0.0179220785504149
"100",2006,"BUFFRMFISHBM03","percap","Percina caprodes","Logperch",1,0.0120048019207683,128,NA,NA,NA,60,0.0934579439252337,0.358441571008298
"101",2006,"BUFFRMFISHBM03","pimnot","Pimephales notatus","Bluntnose minnow",56,0.672268907563025,55.3409090909091,7.70364812950145,1.16136865283998,2.27624073234016,1.54545454545455,5.23364485981308,0.517024811515
"102",2006,"BUFFRMFISHBM03","pyloli","Pylodictis olivaris","Flathead catfish",4,0.0480192076830732,361.75,152.89729668419,76.4486483420952,149.836597417274,712,0.373831775700935,17.0140265705272
"103",2006,"BUFFRMFISHBM04","ambcon","Ambloplites constellatus","Ozark bass",41,0.35147878268324,135.612903225806,29.5732733160138,5.31151668584303,10.4103814075359,54,2.71883289124668,14.5754425079768
"104",2006,"BUFFRMFISHBM04","amenat","Ameiurus natalis","Yellow bullhead",7,0.0600085726532362,175.857142857143,90.0840877022288,34.0485847348899,66.7339998049445,136.571428571429,0.464190981432361,6.29364184174607
"105",2006,"BUFFRMFISHBM04","camspp","Campostoma spp.","Stoneroller spp.",189,1.62023146163738,86.6333333333333,17.1010855338713,3.12221676824219,6.11943241768174,6.66666666666667,12.5331564986737,8.29496728096239
"106",2006,"BUFFRMFISHBM04","cotimm","Cottus immaculatus","Knobfin Sculpin",1,0.0085726532361766,80,NA,NA,NA,4,0.0663129973474801,0.0263332294633727
"107",2006,"BUFFRMFISHBM04","cypgal","Cyprinella galactura","Whitetail shiner",25,0.214316330904415,49.12,18.2421672689038,3.64843345378077,7.15079816940139,1.64,1.657824933687,0.26991560199957
"108",2006,"BUFFRMFISHBM04","cypgre","Notropis greenei","Wedgespot shiner",8,0.0685812258894128,62.75,11.5356590003098,4.07847135228735,7.99365696246157,2.125,0.530503978779841,0.111916225219334
"109",2006,"BUFFRMFISHBM04","cypspp","Cyprinidae spp.","Non-carp minnow spp.",1,0.0085726532361766,17,NA,NA,NA,NA,0.0663129973474801,NA
"110",2006,"BUFFRMFISHBM04","erihar","Erimystax harryi","Ozark chub",1,0.0085726532361766,111,NA,NA,NA,10,0.0663129973474801,0.0658330736584317
"111",2006,"BUFFRMFISHBM04","ethble","Etheostoma blennioides","Greenside darter",65,0.557222460351479,80.1,18.9433820670421,3.45857255785259,6.77867765130966,6.23333333333333,4.31034482758621,2.66733670106079
"112",2006,"BUFFRMFISHBM04","ethcae","Etheostoma caeruleum","Rainbow darter",210,1.80025717959709,42.0666666666667,5.19239054195944,0.947996475735887,1.85803894991324,0.866666666666667,13.9257294429708,1.19816194058346
"113",2006,"BUFFRMFISHBM04","etheux","Etheostoma euzonum","Arkansas saddled darter",36,0.308615516502357,75.8333333333333,11.8556936222377,2.16454361058991,4.24242751972251,4.8,2.38726790450928,1.1375955128177
"114",2006,"BUFFRMFISHBM04","ethjul","Etheostoma juliae","Yoke darter",138,1.18302614659237,44.8333333333333,7.78629801520653,1.42157702079544,2.78623976200881,1.23333333333333,9.15119363395226,1.12047891366651
"115",2006,"BUFFRMFISHBM04","ethzon","Etheostoma zonale","Banded darter",32,0.274324903557651,46.5333333333333,5.11072795498695,0.933086995406199,1.82881690543884,1.1,2.12201591511936,0.23173241927768
"116",2006,"BUFFRMFISHBM04","funcat","Fundulus catenatus","Northern studfish",10,0.085726532361766,67.7,8.75658482387841,2.76907525679202,5.42728777379336,3,0.663129973474801,0.197499220975295
"117",2006,"BUFFRMFISHBM04","funoli","Fundulus olivaceus","Blackspotted topminnow",1,0.0085726532361766,55,NA,NA,NA,1,0.0663129973474801,0.00658330736584317
"118",2006,"BUFFRMFISHBM04","hypamb","Hybopsis amblops","Bigeye chub",41,0.35147878268324,65.2333333333333,2.90876598237636,0.531065581017068,1.04086941222229,1.96666666666667,2.71883289124668,0.530834017265821
"119",2006,"BUFFRMFISHBM04","hypnig","Hypentelium nigricans","Northern hog sucker",3,0.0257179597085298,112,18.1934053986603,10.5039675043925,20.5873980033883,15,0.19893899204244,0.296248831462943
"120",2006,"BUFFRMFISHBM04","ichcas","Ichthyomyzon castaneus","Chestnut lamprey",1,0.0085726532361766,185,NA,NA,NA,10,0.0663129973474801,0.0658330736584317
"121",2006,"BUFFRMFISHBM04","lepcya","Lepomis cyanellus","Green sunfish",2,0.0171453064723532,115.5,94.0452018978108,66.5,130.337604971914,80.5,0.13262599469496,1.05991248590075
"122",2006,"BUFFRMFISHBM04","lepmeg","Lepomis megalotis","Longear sunfish",263,2.25460780111445,76.2333333333333,38.0438492174075,4.91143981482151,9.62624514928623,16.2666666666667,17.4403183023873,28.1642666853925
"123",2006,"BUFFRMFISHBM04","luxchr","Luxilus chrysocephalus","Striped shiner",23,0.197171024432062,97.6086956521739,31.3321489418178,6.53320467775213,12.8048458720228,12.1739130434783,1.52519893899204,1.84332606243609
"124",2006,"BUFFRMFISHBM04","luxpil","Luxilus pilsbryi","Duskystripe shiner",69,0.591513073296185,68.6,13.6649564391094,2.4948682963419,4.88985200700093,2.8,4.57559681697613,1.2718949830809
"125",2006,"BUFFRMFISHBM04","micdol","Micropterus dolomieu","Smallmouth bass",9,0.0771538791255894,247.333333333333,66.9701426010129,22.3233808670043,43.7530225124989,221.666666666667,0.596816976127321,13.1336981948571
"126",2006,"BUFFRMFISHBM04","micsal","Micropterus salmoides","Largemouth bass",1,0.0085726532361766,322,NA,NA,NA,467,0.0663129973474801,3.07440453984876
"127",2006,"BUFFRMFISHBM04","moxduq","Moxostoma duquesnei","Black redhorse",6,0.0514359194170596,190.5,92.8240270619628,37.8952503620177,74.2733258946831,91.3333333333333,0.397877984084881,3.60765243648206
"128",2006,"BUFFRMFISHBM04","moxery","Moxostoma erythrurum","Golden redhorse",16,0.137162451778826,142.375,85.3962333283305,21.3490583320826,41.8433854347267,74.5625,1.06100795755968,7.8538856874509
"129",2006,"BUFFRMFISHBM04","notala","Noturus albater","Ozark madtom",11,0.0942991855979426,68.5454545454545,20.1015603193565,6.06084848000019,11.8790447365547,3.9,0.729442970822281,0.282423885994672
"130",2006,"BUFFRMFISHBM04","notboo","Notropis boops","Bigeye shiner",129,1.10587226746678,53.3333333333333,10.4891843584593,1.9150542943195,3.75343744530499,1.23333333333333,8.55437665782493,1.04740420190565
"131",2006,"BUFFRMFISHBM04","notexi","Noturus exilis","Slender madtom",8,0.0685812258894128,57.125,10.7893796988388,3.81462177492268,7.47652129349072,1.75,0.530503978779841,0.0921663031218043
"132",2006,"BUFFRMFISHBM04","notnub","Notropis nubilus","Ozark minnow",112,0.960137162451779,54.1666666666667,6.42239257884331,1.17256309619542,2.2981814381438,1.3,7.42705570291777,0.958529552466765
"133",2006,"BUFFRMFISHBM04","notoza","Notropis ozarcanus","Ozark shiner",1,0.0085726532361766,57,NA,NA,NA,1,0.0663129973474801,0.00658330736584317
"134",2006,"BUFFRMFISHBM04","notper","Notropis percobromus","Carmine shiner",12,0.102871838834119,54.8333333333333,6.05780238180231,1.74873691791556,3.42746137755007,1.08333333333333,0.795755968169761,0.0855829957559612
"135",2006,"BUFFRMFISHBM04","nottel","Notropis telescopus","Telescope shiner",4,0.0342906129447064,57.5,4.65474668125631,2.32737334062816,4.56156792620986,1,0.26525198938992,0.0263332294633727
"136",2006,"BUFFRMFISHBM04","pimnot","Pimephales notatus","Bluntnose minnow",32,0.274324903557651,58.1875,12.1905238184313,2.15500051455723,4.22372339519746,1.90625,2.12201591511936,0.401581749316433
