Season,LocationID,EventID,TransectNumber,SampleLocation,ChannelType,FilaAlgae,HydroMoss,Boulders,Artificial,SmallWoodDeb,LargeWoodDeb,TreesRoots,OverhangVeg,UndercutBank,Bluff,Comment,DETimeStamp
2006,BUFFRMFISHBM01,BUFFRMFISH2006MAY23,9,L,main,0,0,1,0,1,0,0,0,0,0,,12/3/2018
2006,BUFFRMFISHBM01,BUFFRMFISH2006MAY23,9,M,main,0,0,0,0,0,0,0,0,0,0,,12/3/2018
2006,BUFFRMFISHBM01,BUFFRMFISH2006MAY23,9,R,main,0,0,1,0,1,0,1,0,0,0,,12/3/2018
2006,BUFFRMFISHBM01,BUFFRMFISH2006MAY23,10,L,main,0,0,0,0,1,0,0,0,0,0,,12/3/2018
2006,BUFFRMFISHBM01,BUFFRMFISH2006MAY23,10,M,main,0,0,0,0,0,0,0,0,0,0,,12/3/2018
2006,BUFFRMFISHBM01,BUFFRMFISH2006MAY23,10,R,main,0,0,1,0,1,1,0,0,0,0,,12/3/2018
2006,BUFFRMFISHBM01,BUFFRMFISH2006MAY23,11,L,main,0,0,1,0,1,0,0,1,0,0,,12/3/2018
2006,BUFFRMFISHBM01,BUFFRMFISH2006MAY23,11,M,main,0,0,0,0,0,0,0,0,0,0,,12/3/2018
2006,BUFFRMFISHBM01,BUFFRMFISH2006MAY23,11,R,main,0,0,1,0,1,0,0,0,0,0,,12/3/2018
2006,BUFFRMFISHBM02,BUFFRMFISH2006MAY30,1,L,main,0,0,0,0,1,0,0,0,0,0,,12/3/2018
2006,BUFFRMFISHBM02,BUFFRMFISH2006MAY30,1,M,main,0,1,0,0,0,0,0,0,0,0,,12/3/2018
2006,BUFFRMFISHBM02,BUFFRMFISH2006MAY30,1,R,main,0,0,0,0,1,1,0,0,0,0,,12/3/2018
2006,BUFFRMFISHBM02,BUFFRMFISH2006MAY30,2,L,main,0,0,0,0,1,0,0,0,0,0,,12/3/2018
2006,BUFFRMFISHBM02,BUFFRMFISH2006MAY30,2,M,main,0,0,0,0,0,0,0,0,0,0,,12/3/2018
2006,BUFFRMFISHBM02,BUFFRMFISH2006MAY30,2,R,main,0,0,0,0,1,0,0,0,0,0,,12/3/2018
2006,BUFFRMFISHBM02,BUFFRMFISH2006MAY30,3,L,main,0,0,0,0,1,1,0,0,0,0,,12/3/2018
2006,BUFFRMFISHBM02,BUFFRMFISH2006MAY30,3,M,main,0,0,0,0,0,0,0,0,0,0,,12/3/2018
2006,BUFFRMFISHBM02,BUFFRMFISH2006MAY30,3,R,main,0,0,0,0,1,0,0,0,0,0,,12/3/2018
2006,BUFFRMFISHBM02,BUFFRMFISH2006MAY30,4,L,main,0,0,0,0,1,0,0,0,0,0,,12/3/2018
2006,BUFFRMFISHBM02,BUFFRMFISH2006MAY30,4,M,main,0,0,0,0,0,0,0,0,0,0,,12/3/2018
2006,BUFFRMFISHBM02,BUFFRMFISH2006MAY30,4,R,main,0,0,0,0,1,0,0,0,0,0,,12/3/2018
2006,BUFFRMFISHBM02,BUFFRMFISH2006MAY30,5,L,main,0,0,0,0,1,0,0,0,0,0,,12/3/2018
2006,BUFFRMFISHBM02,BUFFRMFISH2006MAY30,5,M,main,0,0,0,0,0,0,0,0,0,0,,12/3/2018
2006,BUFFRMFISHBM02,BUFFRMFISH2006MAY30,5,R,main,0,0,0,0,1,0,0,0,0,0,,12/3/2018
2006,BUFFRMFISHBM02,BUFFRMFISH2006MAY30,6,L,main,0,0,0,0,1,0,0,0,0,0,,12/3/2018
2006,BUFFRMFISHBM02,BUFFRMFISH2006MAY30,6,M,main,0,0,0,0,0,0,0,0,0,0,,12/3/2018
2006,BUFFRMFISHBM02,BUFFRMFISH2006MAY30,6,R,main,0,0,0,0,1,1,1,0,0,0,,12/3/2018
2006,BUFFRMFISHBM02,BUFFRMFISH2006MAY30,7,L,main,0,0,0,0,1,0,0,0,0,0,,12/3/2018
2006,BUFFRMFISHBM02,BUFFRMFISH2006MAY30,7,M,main,0,0,0,0,0,0,0,0,0,0,,12/3/2018
2006,BUFFRMFISHBM02,BUFFRMFISH2006MAY30,7,R,main,0,0,0,0,1,1,1,0,0,0,,12/3/2018
2006,BUFFRMFISHBM02,BUFFRMFISH2006MAY30,8,L,main,0,0,0,0,1,0,0,0,0,0,Too deep to see,12/3/2018
2006,BUFFRMFISHBM02,BUFFRMFISH2006MAY30,8,M,main,0,0,0,0,0,0,0,0,0,0,,12/3/2018
2006,BUFFRMFISHBM02,BUFFRMFISH2006MAY30,8,R,main,0,0,0,0,1,1,0,0,0,0,,12/3/2018
2006,BUFFRMFISHBM02,BUFFRMFISH2006MAY30,9,L,main,0,0,0,0,0,0,0,0,0,0,too deep to see,12/3/2018
2006,BUFFRMFISHBM02,BUFFRMFISH2006MAY30,9,M,main,0,0,0,0,0,0,0,0,0,0,,12/3/2018
2006,BUFFRMFISHBM02,BUFFRMFISH2006MAY30,9,R,main,0,0,0,0,1,1,0,0,0,0,,12/3/2018
2006,BUFFRMFISHBM02,BUFFRMFISH2006MAY30,10,L,main,0,0,0,0,1,0,0,0,1,0,too deep to see others,12/3/2018
2006,BUFFRMFISHBM02,BUFFRMFISH2006MAY30,10,M,main,0,0,0,0,0,0,0,0,0,0,too deep to see others,12/3/2018
2006,BUFFRMFISHBM02,BUFFRMFISH2006MAY30,10,R,main,0,0,0,0,1,0,0,0,0,0,,12/3/2018
2006,BUFFRMFISHBM02,BUFFRMFISH2006MAY30,11,L,main,0,0,0,0,1,0,0,1,0,0,,12/3/2018
2006,BUFFRMFISHBM02,BUFFRMFISH2006MAY30,11,M,main,0,0,0,0,0,0,0,0,0,0,,12/3/2018
2006,BUFFRMFISHBM02,BUFFRMFISH2006MAY30,11,R,main,0,0,0,0,1,0,0,0,0,0,,12/3/2018
2006,BUFFRMFISHBM03,BUFFRMFISH2006JUN01,1,L,main,0,0,0,0,0,0,0,1,0,0,,1/15/2019
2006,BUFFRMFISHBM03,BUFFRMFISH2006JUN01,1,M,main,0,0,0,0,0,0,0,0,0,0,,1/15/2019
2006,BUFFRMFISHBM03,BUFFRMFISH2006JUN01,1,R,main,0,0,0,0,1,0,0,0,0,0,,1/15/2019
2006,BUFFRMFISHBM03,BUFFRMFISH2006JUN01,2,L,main,0,0,0,0,1,0,1,0,0,0,,12/3/2018
2006,BUFFRMFISHBM03,BUFFRMFISH2006JUN01,2,M,main,0,0,0,0,0,0,0,0,0,0,,12/3/2018
2006,BUFFRMFISHBM03,BUFFRMFISH2006JUN01,2,R,main,0,0,0,0,1,0,0,0,0,0,,12/3/2018
2006,BUFFRMFISHBM03,BUFFRMFISH2006JUN01,3,L,main,0,0,1,0,1,1,0,0,0,0,,12/3/2018
2006,BUFFRMFISHBM03,BUFFRMFISH2006JUN01,3,M,main,0,0,0,0,0,0,0,0,0,0,,12/3/2018
2006,BUFFRMFISHBM03,BUFFRMFISH2006JUN01,3,R,main,0,0,0,0,1,0,1,0,0,0,,12/3/2018
2006,BUFFRMFISHBM03,BUFFRMFISH2006JUN01,4,L,main,0,0,0,0,1,0,0,0,0,1,,12/3/2018
2006,BUFFRMFISHBM03,BUFFRMFISH2006JUN01,4,M,main,0,0,0,0,0,0,0,0,0,0,,12/3/2018
2006,BUFFRMFISHBM03,BUFFRMFISH2006JUN01,4,R,main,0,0,0,0,1,0,0,0,0,0,,12/3/2018
2006,BUFFRMFISHBM03,BUFFRMFISH2006JUN01,5,L,main,0,0,1,0,1,0,0,0,0,0,,12/3/2018
2006,BUFFRMFISHBM03,BUFFRMFISH2006JUN01,5,M,main,0,0,0,0,0,0,0,0,0,0,,12/3/2018
2006,BUFFRMFISHBM03,BUFFRMFISH2006JUN01,5,R,main,0,0,0,0,1,0,0,0,0,0,,12/3/2018
2006,BUFFRMFISHBM03,BUFFRMFISH2006JUN01,6,L,main,0,0,1,0,1,0,0,0,0,1,,12/3/2018
2006,BUFFRMFISHBM03,BUFFRMFISH2006JUN01,6,M,main,0,0,1,0,0,0,0,0,0,0,,12/3/2018
2006,BUFFRMFISHBM03,BUFFRMFISH2006JUN01,6,R,main,0,0,0,0,1,0,0,0,0,0,,12/3/2018
2006,BUFFRMFISHBM03,BUFFRMFISH2006JUN01,7,L,main,0,0,0,0,1,0,0,0,0,1,,12/3/2018
2006,BUFFRMFISHBM03,BUFFRMFISH2006JUN01,7,M,main,0,0,0,0,0,0,0,0,0,0,,12/3/2018
2006,BUFFRMFISHBM03,BUFFRMFISH2006JUN01,7,R,main,0,0,0,0,1,0,0,0,0,0,,12/3/2018
2006,BUFFRMFISHBM03,BUFFRMFISH2006JUN01,8,L,main,0,0,0,0,1,0,0,0,0,0,,12/3/2018
2006,BUFFRMFISHBM03,BUFFRMFISH2006JUN01,8,M,main,0,0,0,0,0,0,0,0,0,0,,12/3/2018
2006,BUFFRMFISHBM03,BUFFRMFISH2006JUN01,8,R,main,0,0,0,0,1,0,0,0,0,0,,12/3/2018
2006,BUFFRMFISHBM03,BUFFRMFISH2006JUN01,9,L,main,0,0,1,0,1,0,0,0,0,0,,12/3/2018
2006,BUFFRMFISHBM03,BUFFRMFISH2006JUN01,9,M,main,0,0,0,0,0,0,0,0,0,0,,12/3/2018
2006,BUFFRMFISHBM03,BUFFRMFISH2006JUN01,9,R,main,0,0,0,0,1,0,0,0,0,0,,12/3/2018
2006,BUFFRMFISHBM03,BUFFRMFISH2006JUN01,10,L,main,0,0,0,0,1,0,0,0,0,0,,12/3/2018
2006,BUFFRMFISHBM03,BUFFRMFISH2006JUN01,10,M,main,0,0,0,0,0,0,0,0,0,0,,12/3/2018
2006,BUFFRMFISHBM03,BUFFRMFISH2006JUN01,10,R,main,0,0,0,0,0,0,0,0,0,0,,12/3/2018
2006,BUFFRMFISHBM03,BUFFRMFISH2006JUN01,11,L,main,0,0,0,0,0,0,0,0,0,0,,12/3/2018
2006,BUFFRMFISHBM03,BUFFRMFISH2006JUN01,11,M,main,0,0,1,0,0,0,0,0,0,0,,12/3/2018
2006,BUFFRMFISHBM03,BUFFRMFISH2006JUN01,11,R,main,0,0,0,0,0,0,0,0,0,0,,12/3/2018
2006,BUFFRMFISHBM04,BUFFRMFISH2006JUN02,1,L,main,0,0,0,0,0,0,0,1,0,0,,12/3/2018
2006,BUFFRMFISHBM04,BUFFRMFISH2006JUN02,1,M,main,0,0,0,0,0,0,0,0,0,0,,12/3/2018
2006,BUFFRMFISHBM04,BUFFRMFISH2006JUN02,1,R,main,0,0,0,0,0,0,0,1,0,0,,12/3/2018
2006,BUFFRMFISHBM04,BUFFRMFISH2006JUN02,2,L,main,0,0,0,0,0,0,0,1,0,0,,12/3/2018
2006,BUFFRMFISHBM04,BUFFRMFISH2006JUN02,2,M,main,0,0,0,0,0,0,0,0,0,0,,12/3/2018
2006,BUFFRMFISHBM04,BUFFRMFISH2006JUN02,2,R,main,0,0,0,0,1,0,0,1,0,0,,12/3/2018
2006,BUFFRMFISHBM04,BUFFRMFISH2006JUN02,3,L,main,0,0,0,0,0,0,0,1,0,0,,12/3/2018
2006,BUFFRMFISHBM04,BUFFRMFISH2006JUN02,3,M,main,0,0,0,0,0,0,0,0,0,0,,12/3/2018
2006,BUFFRMFISHBM04,BUFFRMFISH2006JUN02,3,R,main,0,0,0,0,0,0,0,1,0,0,,12/3/2018
2006,BUFFRMFISHBM04,BUFFRMFISH2006JUN02,4,L,main,0,0,0,0,0,0,0,1,0,0,,12/3/2018
2006,BUFFRMFISHBM04,BUFFRMFISH2006JUN02,4,M,main,0,0,0,0,0,0,0,0,0,0,,12/3/2018
2006,BUFFRMFISHBM04,BUFFRMFISH2006JUN02,4,R,main,0,0,0,0,1,0,0,1,0,0,,12/3/2018
2006,BUFFRMFISHBM04,BUFFRMFISH2006JUN02,5,L,main,0,0,0,0,1,0,0,1,0,0,,12/3/2018
2006,BUFFRMFISHBM04,BUFFRMFISH2006JUN02,5,M,main,0,0,0,0,0,0,0,0,0,0,,12/3/2018
2006,BUFFRMFISHBM04,BUFFRMFISH2006JUN02,5,R,main,0,0,0,0,1,0,0,1,0,0,,12/3/2018
2006,BUFFRMFISHBM04,BUFFRMFISH2006JUN02,6,L,main,0,0,0,0,1,0,0,1,0,0,,12/3/2018
2006,BUFFRMFISHBM04,BUFFRMFISH2006JUN02,6,M,main,0,0,0,0,0,0,0,0,0,0,,12/3/2018
2006,BUFFRMFISHBM04,BUFFRMFISH2006JUN02,6,R,main,0,0,0,0,1,0,0,1,0,0,,12/3/2018
2006,BUFFRMFISHBM04,BUFFRMFISH2006JUN02,7,L,main,0,1,0,0,1,0,0,1,0,0,gravel bar 0.5m x 3m,12/3/2018
2006,BUFFRMFISHBM04,BUFFRMFISH2006JUN02,7,M,main,0,0,0,0,0,0,0,0,0,0,,12/3/2018
2006,BUFFRMFISHBM04,BUFFRMFISH2006JUN02,7,R,main,0,0,0,0,1,0,0,1,0,0,,12/3/2018
2006,BUFFRMFISHBM04,BUFFRMFISH2006JUN02,8,L,main,0,0,0,0,1,0,0,1,0,0,,12/3/2018
2006,BUFFRMFISHBM04,BUFFRMFISH2006JUN02,8,M,main,0,0,0,0,0,0,0,0,0,0,,12/3/2018
2006,BUFFRMFISHBM04,BUFFRMFISH2006JUN02,8,R,main,0,0,0,0,1,0,0,0,0,0,,12/3/2018
2006,BUFFRMFISHBM04,BUFFRMFISH2006JUN02,9,L,main,0,0,0,0,1,0,0,1,0,0,,12/3/2018
2006,BUFFRMFISHBM04,BUFFRMFISH2006JUN02,9,M,main,0,0,0,0,0,0,0,0,0,0,,12/3/2018
2006,BUFFRMFISHBM04,BUFFRMFISH2006JUN02,9,R,main,0,0,0,0,1,0,0,1,0,0,,12/3/2018
2006,BUFFRMFISHBM04,BUFFRMFISH2006JUN02,10,L,main,0,0,0,0,1,0,0,1,0,0,,12/3/2018
2006,BUFFRMFISHBM04,BUFFRMFISH2006JUN02,10,M,main,0,0,0,0,0,0,0,0,0,0,,12/3/2018
2006,BUFFRMFISHBM04,BUFFRMFISH2006JUN02,10,R,main,0,0,0,0,1,0,0,1,1,0,,12/3/2018
2006,BUFFRMFISHBM04,BUFFRMFISH2006JUN02,11,L,main,0,1,0,0,1,1,1,0,0,0,,12/3/2018
2006,BUFFRMFISHBM04,BUFFRMFISH2006JUN02,11,M,main,0,1,0,0,0,0,0,0,0,0,,12/3/2018
2006,BUFFRMFISHBM04,BUFFRMFISH2006JUN02,11,R,main,0,0,0,0,1,0,0,1,0,0,,12/3/2018
2006,BUFFRMFISHBM05,BUFFRMFISH2006JUN12,1,L,main,0,0,0,0,1,0,0,1,0,0,backwater on river right,12/3/2018
2006,BUFFRMFISHBM05,BUFFRMFISH2006JUN12,1,M,main,0,0,0,0,0,0,0,0,0,0,,12/3/2018
2006,BUFFRMFISHBM05,BUFFRMFISH2006JUN12,1,R,main,0,0,0,0,1,0,0,1,0,0,,12/3/2018
2006,BUFFRMFISHBM05,BUFFRMFISH2006JUN12,2,L,main,0,0,0,0,1,1,1,0,0,0,,12/3/2018
2006,BUFFRMFISHBM05,BUFFRMFISH2006JUN12,2,M,main,0,0,0,0,0,0,0,0,0,0,,12/3/2018
2006,BUFFRMFISHBM05,BUFFRMFISH2006JUN12,2,R,main,0,0,0,0,1,0,0,0,0,0,,12/3/2018
2006,BUFFRMFISHBM05,BUFFRMFISH2006JUN12,3,L,main,0,0,0,0,0,0,0,1,0,0,,12/3/2018
2006,BUFFRMFISHBM05,BUFFRMFISH2006JUN12,3,M,main,0,0,0,0,0,0,0,0,0,0,,12/3/2018
2006,BUFFRMFISHBM05,BUFFRMFISH2006JUN12,3,R,main,0,0,0,0,1,0,0,0,0,0,,12/3/2018
2006,BUFFRMFISHBM05,BUFFRMFISH2006JUN12,4,L,main,0,0,0,0,1,0,0,1,0,0,,12/3/2018
2006,BUFFRMFISHBM05,BUFFRMFISH2006JUN12,4,M,main,0,0,0,0,0,0,0,0,0,0,,12/3/2018
2006,BUFFRMFISHBM05,BUFFRMFISH2006JUN12,4,R,main,0,0,0,0,1,0,0,0,0,0,,12/3/2018
2006,BUFFRMFISHBM05,BUFFRMFISH2006JUN12,5,L,main,0,0,0,0,1,0,0,1,0,0,,12/3/2018
2006,BUFFRMFISHBM05,BUFFRMFISH2006JUN12,5,M,main,0,0,0,0,0,0,0,0,0,0,,12/3/2018
2006,BUFFRMFISHBM05,BUFFRMFISH2006JUN12,5,R,main,0,0,0,0,0,0,0,0,0,1,,12/3/2018
2006,BUFFRMFISHBM05,BUFFRMFISH2006JUN12,6,L,main,0,0,0,0,1,0,0,0,0,0,,12/3/2018
2006,BUFFRMFISHBM05,BUFFRMFISH2006JUN12,6,M,main,0,0,0,0,0,0,0,0,0,0,,12/3/2018
2006,BUFFRMFISHBM05,BUFFRMFISH2006JUN12,6,R,main,0,0,0,0,1,0,0,0,0,0,,12/3/2018
2006,BUFFRMFISHBM05,BUFFRMFISH2006JUN12,7,L,main,0,0,0,0,1,0,0,0,0,0,,12/3/2018
2006,BUFFRMFISHBM05,BUFFRMFISH2006JUN12,7,M,main,0,0,0,0,0,0,0,0,0,0,,12/3/2018
2006,BUFFRMFISHBM05,BUFFRMFISH2006JUN12,7,R,main,0,0,0,0,1,0,0,1,0,0,,12/3/2018
2006,BUFFRMFISHBM05,BUFFRMFISH2006JUN12,8,L,main,0,0,0,0,0,0,0,0,0,0,,12/3/2018
2006,BUFFRMFISHBM05,BUFFRMFISH2006JUN12,8,M,main,0,0,0,0,0,0,0,0,0,0,,12/3/2018
2006,BUFFRMFISHBM05,BUFFRMFISH2006JUN12,8,R,main,0,0,0,0,1,0,0,1,0,1,,12/3/2018
2006,BUFFRMFISHBM05,BUFFRMFISH2006JUN12,9,L,main,0,0,0,0,0,0,0,0,0,0,,12/3/2018
2006,BUFFRMFISHBM05,BUFFRMFISH2006JUN12,9,M,main,0,0,0,0,0,0,0,0,0,0,,12/3/2018
2006,BUFFRMFISHBM05,BUFFRMFISH2006JUN12,9,R,main,0,0,0,0,1,0,0,1,0,1,,12/3/2018
2006,BUFFRMFISHBM05,BUFFRMFISH2006JUN12,10,L,main,0,0,0,0,0,0,0,0,0,0,,12/3/2018
2006,BUFFRMFISHBM05,BUFFRMFISH2006JUN12,10,M,main,0,0,0,0,0,0,0,0,0,0,,12/3/2018
2006,BUFFRMFISHBM05,BUFFRMFISH2006JUN12,10,R,main,0,0,0,0,1,0,0,1,0,1,,12/3/2018
2006,BUFFRMFISHBM05,BUFFRMFISH2006JUN12,11,L,main,0,0,0,0,1,0,0,0,0,0,,12/3/2018
2006,BUFFRMFISHBM05,BUFFRMFISH2006JUN12,11,M,main,0,0,0,0,0,0,0,0,0,0,,12/3/2018
2006,BUFFRMFISHBM05,BUFFRMFISH2006JUN12,11,R,main,0,0,0,0,1,0,0,1,0,1,,12/3/2018
2006,BUFFRMFISHBM06,BUFFRMFISH2006JUN05,1,L,main,1,0,0,0,1,0,1,1,0,0,,12/3/2018
2006,BUFFRMFISHBM06,BUFFRMFISH2006JUN05,1,M,main,1,0,0,0,0,0,0,0,0,0,,12/3/2018
2006,BUFFRMFISHBM06,BUFFRMFISH2006JUN05,1,R,main,1,0,0,0,0,0,0,1,0,0,,12/3/2018
2006,BUFFRMFISHBM06,BUFFRMFISH2006JUN05,2,L,main,0,0,0,0,0,0,0,0,0,0,,12/3/2018
2006,BUFFRMFISHBM06,BUFFRMFISH2006JUN05,2,M,main,1,0,0,0,0,0,0,0,0,0,,12/3/2018
2006,BUFFRMFISHBM06,BUFFRMFISH2006JUN05,2,R,main,1,0,0,0,1,1,0,1,0,0,,12/3/2018
2006,BUFFRMFISHBM06,BUFFRMFISH2006JUN05,3,L,main,1,0,0,0,1,0,0,0,0,0,,12/3/2018
2006,BUFFRMFISHBM06,BUFFRMFISH2006JUN05,3,M,main,1,0,0,0,0,0,0,0,0,0,,12/3/2018
2006,BUFFRMFISHBM06,BUFFRMFISH2006JUN05,3,R,main,1,1,0,0,1,0,1,1,0,0,,12/3/2018
2006,BUFFRMFISHBM06,BUFFRMFISH2006JUN05,4,L,main,0,0,0,0,1,0,1,1,0,0,,12/3/2018
2006,BUFFRMFISHBM06,BUFFRMFISH2006JUN05,4,M,main,1,0,0,0,0,0,0,0,0,0,,12/3/2018
2006,BUFFRMFISHBM06,BUFFRMFISH2006JUN05,4,R,main,0,0,0,0,1,0,0,1,0,0,,12/3/2018
2006,BUFFRMFISHBM06,BUFFRMFISH2006JUN05,5,L,main,0,0,0,0,1,1,1,0,0,0,,12/3/2018
2006,BUFFRMFISHBM06,BUFFRMFISH2006JUN05,5,M,main,0,0,0,0,0,0,0,0,0,0,,12/3/2018
2006,BUFFRMFISHBM06,BUFFRMFISH2006JUN05,5,R,main,0,0,0,0,1,0,0,1,0,1,,12/3/2018
2006,BUFFRMFISHBM06,BUFFRMFISH2006JUN05,6,L,main,1,0,0,0,0,0,0,0,0,0,,12/3/2018
2006,BUFFRMFISHBM06,BUFFRMFISH2006JUN05,6,M,main,0,0,0,0,0,0,0,0,0,0,,12/3/2018
2006,BUFFRMFISHBM06,BUFFRMFISH2006JUN05,6,R,main,0,0,0,0,1,1,0,1,0,1,,12/3/2018
2006,BUFFRMFISHBM06,BUFFRMFISH2006JUN05,7,L,main,0,0,0,0,1,0,0,0,0,0,,12/3/2018
2006,BUFFRMFISHBM06,BUFFRMFISH2006JUN05,7,M,main,0,0,0,0,0,0,0,0,0,0,,12/3/2018
2006,BUFFRMFISHBM06,BUFFRMFISH2006JUN05,7,R,main,0,0,0,0,1,0,1,1,0,1,,12/3/2018
2006,BUFFRMFISHBM06,BUFFRMFISH2006JUN05,8,L,main,0,0,0,0,1,0,0,0,0,0,,12/3/2018
2006,BUFFRMFISHBM06,BUFFRMFISH2006JUN05,8,M,main,0,0,0,0,0,0,0,0,0,0,,12/3/2018
2006,BUFFRMFISHBM06,BUFFRMFISH2006JUN05,8,R,main,0,0,0,0,1,0,1,1,0,0,,12/3/2018
2006,BUFFRMFISHBM06,BUFFRMFISH2006JUN05,9,L,main,1,0,0,0,1,0,0,1,0,0,,12/3/2018
2006,BUFFRMFISHBM06,BUFFRMFISH2006JUN05,9,M,main,0,0,0,0,0,0,0,0,0,0,,12/3/2018
2006,BUFFRMFISHBM06,BUFFRMFISH2006JUN05,9,R,main,1,1,0,0,0,0,0,1,0,1,,12/3/2018
2006,BUFFRMFISHBM06,BUFFRMFISH2006JUN05,10,L,main,0,0,0,0,0,0,0,0,0,0,,12/3/2018
2006,BUFFRMFISHBM06,BUFFRMFISH2006JUN05,10,M,main,1,0,0,0,0,0,0,0,0,0,,12/3/2018
2006,BUFFRMFISHBM06,BUFFRMFISH2006JUN05,10,R,main,1,0,0,0,1,0,0,1,0,1,,12/3/2018
2006,BUFFRMFISHBM06,BUFFRMFISH2006JUN05,11,L,main,1,0,0,0,1,0,0,0,0,0,,12/3/2018
2006,BUFFRMFISHBM06,BUFFRMFISH2006JUN05,11,M,main,1,0,1,0,0,0,0,0,0,0,,12/3/2018
2006,BUFFRMFISHBM06,BUFFRMFISH2006JUN05,11,R,main,0,0,0,0,1,0,0,1,0,1,,12/3/2018
2006,BUFFRMFISHBT03,BUFFRMFISH2006MAY22,1,L,main,0,0,1,0,1,0,0,0,0,0,"field and houses adj, gravel road",12/3/2018
2006,BUFFRMFISHBT03,BUFFRMFISH2006MAY22,1,M,main,0,0,0,0,0,0,0,0,0,0,,12/3/2018
2006,BUFFRMFISHBT03,BUFFRMFISH2006MAY22,1,R,main,1,0,1,0,1,0,0,0,1,1,,12/3/2018
2006,BUFFRMFISHBT03,BUFFRMFISH2006MAY22,2,L,main,0,0,0,0,1,0,0,0,0,0,,12/3/2018
2006,BUFFRMFISHBT03,BUFFRMFISH2006MAY22,2,M,main,0,0,0,0,0,0,0,0,0,0,,12/3/2018
2006,BUFFRMFISHBT03,BUFFRMFISH2006MAY22,2,R,main,0,0,0,0,0,0,0,0,1,1,,12/3/2018
2006,BUFFRMFISHBT03,BUFFRMFISH2006MAY22,3,L,main,0,0,0,0,1,0,0,0,0,0,,12/3/2018
2006,BUFFRMFISHBT03,BUFFRMFISH2006MAY22,3,M,main,0,0,1,0,0,0,0,0,0,0,,12/3/2018
2006,BUFFRMFISHBT03,BUFFRMFISH2006MAY22,3,R,main,0,0,1,0,1,0,0,0,0,1,,12/3/2018
