"","Season","LocationID","Taxa_Richness","Diversity","TotalFish","TotalCPUE"
"48",2009,"BUFFRMFISHBT23",22,0.900670794633643,153,3.97574707665656
"49",2010,"BUFFRMFISHBM01",21,0.861672264608404,671,6.45916893951548
"50",2010,"BUFFRMFISHBM02",30,0.906002782038021,530,4.68335787923417
"51",2010,"BUFFRMFISHBM03",36,0.915799580726208,791,5.77231817076137
"52",2010,"BUFFRMFISHBM04",37,0.858527299472181,1652,12.4241664577588
"53",2010,"BUFFRMFISHBM05",34,0.911919809757487,587,6.18111618111618
"54",2010,"BUFFRMFISHBM06",35,0.921804945962528,1009,6.92202149554082
"55",2010,"BUFFRMFISHBT08",9,0.639078087375301,171,10.2293120638086
"56",2010,"BUFFRMFISHBT14",12,0.818259563157286,510,15.3
"57",2010,"BUFFRMFISHBT17",23,0.839383205511504,785,6.4929693961952
"58",2010,"BUFFRMFISHBT27",28,0.915346452097057,537,8.42793617577818
"59",2010,"BUFFRMFISHBT29",29,0.881771215741767,866,8.5969556585043
"60",2010,"BUFFRMFISHBT32",14,0.658537718320327,208,11.1528150134048
"61",2012,"BUFFRMFISHBT15",16,0.731431032946139,821,19.7514033680834
"62",2012,"BUFFRMFISHBT20",31,0.826040594923355,1568,16.0820512820513
"63",2012,"BUFFRMFISHBT27",28,0.882234179414223,462,9.54545454545454
"64",2013,"BUFFRMFISHBM01",18,0.851019446874369,386,4.09404277885805
"65",2013,"BUFFRMFISHBM02",33,0.824147825656756,697,5.0752427184466
"66",2013,"BUFFRMFISHBM03",34,0.86298762927352,1107,7.37590227651305
"67",2013,"BUFFRMFISHBM04",33,0.876948661077005,974,8.29171396140749
"68",2013,"BUFFRMFISHBM05",31,0.873119425789717,531,5.14285714285714
"69",2013,"BUFFRMFISHBM06",35,0.886332676721646,904,6.36395635339669
"70",2013,"BUFFRMFISHBT07",26,0.873533970427424,1026,16.9586776859504
"71",2013,"BUFFRMFISHBT15",15,0.721507014028056,500,9.14913083257091
"72",2013,"BUFFRMFISHBT19",24,0.703012163769617,511,12.5913757700205
"73",2013,"BUFFRMFISHBT20",26,0.870986916689647,990,8.08493262556145
"74",2013,"BUFFRMFISHBT27",27,0.87084545534691,399,9.54545454545455
"75",2013,"BUFFRMFISHBT30",17,0.864327951631121,174,6.14840989399293
"76",2013,"BUFFRMFISHBT31",20,0.885185185185185,216,5.85895117540687
"77",2015,"BUFFRMFISHBM01",23,0.871905552020826,694,5.06815968841285
"78",2015,"BUFFRMFISHBM02",28,0.91537549114093,329,3.55099838100378
"79",2015,"BUFFRMFISHBM03",33,0.913605411363259,892,8.43897824030274
"80",2015,"BUFFRMFISHBM04",33,0.919245174839992,567,4.66410748560461
"81",2015,"BUFFRMFISHBT05",17,0.870658682634731,335,3.37758359939506
"82",2015,"BUFFRMFISHBT07",25,0.882481472016356,560,11.3169417312226
"83",2015,"BUFFRMFISHBT09",28,0.894094504843691,308,5.24255319148936
"84",2015,"BUFFRMFISHBT15",15,0.811985828379271,183,3.85398385398385
"85",2015,"BUFFRMFISHBT19",16,0.804026590693257,325,6.12244897959184
"86",2015,"BUFFRMFISHBT20",28,0.745495563242593,1526,13.2714886215394
"87",2015,"BUFFRMFISHBT23",17,0.619507355787844,288,6.91476590636255
"88",2017,"BUFFRMFISHBM01",24,0.871553103309273,564,4.85230857470605
"89",2017,"BUFFRMFISHBM02",32,0.924365469928002,498,6.18889809444905
"90",2017,"BUFFRMFISHBM03",34,0.907138461538462,625,5.50822561692127
"91",2017,"BUFFRMFISHBM04",34,0.924355009305003,387,3.90909090909091
"92",2017,"BUFFRMFISHBM05",33,0.912871287128713,405,4.47843715444158
"93",2017,"BUFFRMFISHBM06",31,0.91886865284065,414,3.85474860335195
"94",2017,"BUFFRMFISHBT07",33,0.901146575766966,462,9.97840172786177
"95",2017,"BUFFRMFISHBT15",15,0.824125999284095,290,6.52663165791448
"96",2017,"BUFFRMFISHBT19",25,0.842675120772947,576,14.060211554109
"97",2017,"BUFFRMFISHBT20",30,0.905725985725986,925,7.86007647641977
"98",2017,"BUFFRMFISHBT27",24,0.900722637272125,558,18.6
"99",2017,"BUFFRMFISHBT30",25,0.910793542408428,203,5.08984538236523
"100",2017,"BUFFRMFISHBT31",25,0.894398696950502,258,9.57328385899815
"101",2019,"BUFFRMFISHBM01",28,0.877465384705799,413,3.939586645469
"102",2019,"BUFFRMFISHBM02",28,0.870859706927946,608,6.89472689472689
"103",2019,"BUFFRMFISHBM03",31,0.885296523329443,467,4.36244745446053
"104",2019,"BUFFRMFISHBM04",34,0.930822805870136,418,4.44286979627989
"105",2019,"BUFFRMFISHBM05",26,0.865510769505765,335,4.07707910750507
"106",2019,"BUFFRMFISHBM06",26,0.908692170494668,332,3.19128484460109
"107",2019,"BUFFRMFISHBT05",14,0.820357253976098,468,6.97986577181208
"108",2019,"BUFFRMFISHBT07",24,0.892075113551624,298,8.35514018691589
"109",2019,"BUFFRMFISHBT09",23,0.865581931880274,182,2.88659793814433
"110",2019,"BUFFRMFISHBT15",19,0.79237353586051,999,11.5781340544717
"111",2019,"BUFFRMFISHBT19",25,0.886925795053004,284,5.91461298160361
"112",2019,"BUFFRMFISHBT20",29,0.851887766932985,534,5.08571428571429
"113",2019,"BUFFRMFISHBT23",22,0.891811516176998,198,6.85912240184757
"114",2021,"BUFFRMFISHBT07",24,0.845639371711809,459,10.3611738148984
"115",2021,"BUFFRMFISHBT15",16,0.615900650880486,317,8.70480549199085
"116",2021,"BUFFRMFISHBT19",29,0.810459233156602,704,10.1587301587302
"117",2021,"BUFFRMFISHBT20",27,0.896713615023474,640,7.19775070290534
"118",2021,"BUFFRMFISHBT27",23,0.915447404897582,302,5.96445029624753
"119",2021,"BUFFRMFISHBT30",18,0.877005947705084,134,4.26751592356688
"120",2021,"BUFFRMFISHBT31",22,0.91409449605434,142,3.86745347253745
"121",2023,"BUFFRMFISHBM01",21,0.773117751501643,515,4.72766217870257
"122",2023,"BUFFRMFISHBM03",33,0.822306038619525,457,3.2771602724991
"123",2023,"BUFFRMFISHBM04",38,0.910560842110182,828,5.43544857768052
"124",2023,"BUFFRMFISHBM05",27,0.850064409274936,209,1.83252959228409
"125",2023,"BUFFRMFISHBM06",30,0.813324131248543,662,5.44631838749486
"126",2023,"BUFFRMFISHBT05",18,0.804276522026068,551,9.53562157484857
"127",2023,"BUFFRMFISHBT07",26,0.884574886060035,505,10.6953759265796
"128",2023,"BUFFRMFISHBT15",16,0.710186627116549,900,12.8022759601707
"129",2023,"BUFFRMFISHBT19",22,0.793054994750868,610,9.78086584714057
"130",2023,"BUFFRMFISHBT20",28,0.880719533224671,412,3.71785230861784
"131",2023,"BUFFRMFISHBT23",18,0.895192526771474,133,3.56091030789826
